"","year","date_real","date","Pt","NDVI","LAI","Temp_max","Temp_min","Temp_mean"
"1",2018,"20180409",1,1,0.272874493927125,1.07646083212484,16.0706013533265,13.8565481349397,14.9635747441331
"2",2018,"20180409",1,2,0.610673135233475,2.3649325156797,16.0706013533265,13.8565481349397,14.9635747441331
"3",2018,"20180409",1,3,0.214629451395573,0.939852532445849,16.0706013533265,13.8565481349397,14.9635747441331
"4",2018,"20180409",1,4,0.183315621679065,0.873721573698872,16.0706013533265,13.8565481349397,14.9635747441331
"5",2018,"20180409",1,5,0.58584934431229,2.23202680553243,16.0706013533265,13.8565481349397,14.9635747441331
"6",2018,"20180409",1,6,0.204986813713738,0.918971984184459,16.0706013533265,13.8565481349397,14.9635747441331
"7",2018,"20180504",2,1,0.344043887147335,1.2706179270847,12.7024408714602,11.4168308528793,12.0596358621697
"8",2018,"20180504",2,2,0.787015945330296,3.5666551879616,12.7024408714602,11.4168308528793,12.0596358621697
"9",2018,"20180504",2,3,0.27402799377916,1.07935787847764,12.7024408714602,11.4168308528793,12.0596358621697
"10",2018,"20180504",2,4,0.210615471485037,0.931103469745259,12.7024408714602,11.4168308528793,12.0596358621697
"11",2018,"20180504",2,5,0.773899848254932,3.4593050914617,12.7024408714602,11.4168308528793,12.0596358621697
"12",2018,"20180504",2,6,0.247494217424827,1.01464886664213,12.7024408714602,11.4168308528793,12.0596358621697
"13",2018,"20180520",3,1,0.708058503011184,2.96731467461295,17.506259192109,15.6702758740631,16.5882675330861
"14",2018,"20180520",3,2,0.869227251943301,4.31967677508374,17.506259192109,15.6702758740631,16.5882675330861
"15",2018,"20180520",3,3,0.438123167155425,1.58202877996328,17.506259192109,15.6702758740631,16.5882675330861
"16",2018,"20180520",3,4,0.354734286485028,1.30266474372906,17.506259192109,15.6702758740631,16.5882675330861
"17",2018,"20180520",3,5,0.851320055581288,4.14315183650518,17.506259192109,15.6702758740631,16.5882675330861
"18",2018,"20180520",3,6,0.460718515594157,1.66754956612897,17.506259192109,15.6702758740631,16.5882675330861
"19",2018,"20180628",4,1,0.60792741165234,2.34985106839429,22.7891533744211,21.7530816781061,22.2711175262636
"20",2018,"20180628",4,2,0.415875754961173,1.50211120853796,22.7891533744211,21.7530816781061,22.2711175262636
"21",2018,"20180628",4,3,0.664314071460079,2.67977508729098,22.7891533744211,21.7530816781061,22.2711175262636
"22",2018,"20180628",4,4,0.625375053579083,2.44734792016674,22.7891533744211,21.7530816781061,22.2711175262636
"23",2018,"20180628",4,5,0.389208786521646,1.41161939780819,22.7891533744211,21.7530816781061,22.2711175262636
"24",2018,"20180628",4,6,0.440772372818418,1.59182428965852,22.7891533744211,21.7530816781061,22.2711175262636
"25",2018,"20180909",5,1,0.378186968838527,1.37582935868892,20.9400293659637,18.6154734633878,19.7777514146758
"26",2018,"20180909",5,2,0.611076923076923,2.36715855190246,20.9400293659637,18.6154734633878,19.7777514146758
"27",2018,"20180909",5,3,0.220309810671256,0.952374385622561,20.9400293659637,18.6154734633878,19.7777514146758
"28",2018,"20180909",5,4,0.199013157894737,0.906269767843061,20.9400293659637,18.6154734633878,19.7777514146758
"29",2018,"20180909",5,5,0.556572125648063,2.08484421327691,20.9400293659637,18.6154734633878,19.7777514146758
"30",2018,"20180909",5,6,0.350805585392052,1.29079472659487,20.9400293659637,18.6154734633878,19.7777514146758
